
21:10 | 0.8R | Άγνωστη Τοποθεσία
16:07 | 1.0R | Άγνωστη Τοποθεσία
16:20 | 0.9R | Άγνωστη Τοποθεσία
16:22 | 0.9R | Άγνωστη Τοποθεσία
16:22 | 0.9R | Άγνωστη Τοποθεσία
16:22 | 1.4R | Άγνωστη Τοποθεσία
16:36 | 0.9R | Άγνωστη Τοποθεσία
16:40 | 0.9R | Άγνωστη Τοποθεσία
16:45 | 0.9R | Άγνωστη Τοποθεσία
16:48 | 0.9R | Άγνωστη Τοποθεσία
16:52 | 0.9R | Άγνωστη Τοποθεσία
16:55 | 0.9R | Άγνωστη Τοποθεσία
17:00 | 0.9R | Άγνωστη Τοποθεσία
17:05 | 1.0R | Άγνωστη Τοποθεσία
17:10 | 0.9R | Άγνωστη Τοποθεσία
17:16 | 0.9R | Άγνωστη Τοποθεσία
17:21 | 1.0R | Τοπική Δόνηση / Μη Ταυτοποιημένη
17:23 | 1.0R | Άγνωστη Τοποθεσία
17:25 | 1.0R | Άγνωστη Τοποθεσία
17:30 | 0.9R | Άγνωστη Τοποθεσία
17:35 | 1.0R | Άγνωστη Τοποθεσία
17:41 | 0.9R | Άγνωστη Τοποθεσία
17:46 | 0.9R | Άγνωστη Τοποθεσία
17:52 | 0.9R | Άγνωστη Τοποθεσία
17:55 | 0.9R | Άγνωστη Τοποθεσία
18:01 | 0.9R | Άγνωστη Τοποθεσία
18:05 | 1.3R | Τοπική Δόνηση / Μη Ταυτοποιημένη
18:10 | 1.3R | Άγνωστη Τοποθεσία
18:15 | 0.9R | Άγνωστη Τοποθεσία
18:20 | 0.9R | Άγνωστη Τοποθεσία
18:21 | 0.9R | Άγνωστη Τοποθεσία
18:25 | 1.0R | Άγνωστη Τοποθεσία
18:31 | 1.0R | Άγνωστη Τοποθεσία
18:35 | 0.9R | Άγνωστη Τοποθεσία
18:40 | 1.0R | Άγνωστη Τοποθεσία
18:43 | 1.0R | Άγνωστη Τοποθεσία
18:43 | 0.8R | Άγνωστη Τοποθεσία
18:51 | 0.9R | Άγνωστη Τοποθεσία
18:51 | 1.4R | Άγνωστη Τοποθεσία
19:02 | 2.3R | Άγνωστη Τοποθεσία
19:02 | 2.3R | Άγνωστη Τοποθεσία
19:15 | 0.9R | Άγνωστη Τοποθεσία
19:20 | 0.9R | Άγνωστη Τοποθεσία
19:21 | 0.9R | Άγνωστη Τοποθεσία
19:25 | 0.9R | Άγνωστη Τοποθεσία
19:29 | 0.9R | Άγνωστη Τοποθεσία
19:29 | 0.8R | Άγνωστη Τοποθεσία
19:34 | 0.8R | Άγνωστη Τοποθεσία
19:45 | 0.9R | Τοπική Δόνηση / Μη Ταυτοποιημένη
19:51 | 0.9R | Άγνωστη Τοποθεσία
19:54 | 0.9R | Άγνωστη Τοποθεσία
19:54 | 1.1R | Άγνωστη Τοποθεσία
19:58 | 0.8R | Άγνωστη Τοποθεσία
20:11 | 0.8R | Άγνωστη Τοποθεσία
20:19 | 0.8R | Άγνωστη Τοποθεσία
20:30 | 0.9R | Άγνωστη Τοποθεσία
20:30 | 0.8R | Άγνωστη Τοποθεσία
20:30 | 0.1R | Άγνωστη Τοποθεσία
20:42 | 0.9R | Άγνωστη Τοποθεσία
20:42 | 0.8R | Άγνωστη Τοποθεσία
20:47 | 1.1R | Άγνωστη Τοποθεσία
20:58 | 0.9R | Άγνωστη Τοποθεσία
20:58 | 1.0R | Άγνωστη Τοποθεσία
21:10 | 0.9R | Άγνωστη Τοποθεσία
21:15 | 1.0R | Άγνωστη Τοποθεσία
21:15 | 1.0R | Άγνωστη Τοποθεσία
21:21 | 1.6R | Άγνωστη Τοποθεσία
21:21 | 1.6R | Άγνωστη Τοποθεσία
21:21 | 1.3R | Άγνωστη Τοποθεσία
21:26 | 0.8R | Άγνωστη Τοποθεσία
21:40 | 1.7R | Άγνωστη Τοποθεσία
21:45 | 0.9R | Άγνωστη Τοποθεσία
21:48 | 0.8R | Άγνωστη Τοποθεσία
21:51 | 0.8R | Άγνωστη Τοποθεσία
21:55 | 0.8R | Άγνωστη Τοποθεσία
22:00 | 1.2R | Άγνωστη Τοποθεσία
22:06 | 1.2R | Άγνωστη Τοποθεσία
22:10 | 0.8R | Άγνωστη Τοποθεσία
22:15 | 0.8R | Άγνωστη Τοποθεσία
22:20 | 0.8R | Άγνωστη Τοποθεσία
22:25 | 0.9R | Άγνωστη Τοποθεσία
22:31 | 0.9R | Άγνωστη Τοποθεσία
22:35 | 0.9R | Άγνωστη Τοποθεσία
22:35 | 0.9R | Άγνωστη Τοποθεσία
22:40 | 0.9R | Άγνωστη Τοποθεσία
22:45 | 0.8R | Άγνωστη Τοποθεσία
22:51 | 0.8R | Άγνωστη Τοποθεσία
22:55 | 0.8R | Άγνωστη Τοποθεσία
23:00 | 0.8R | Άγνωστη Τοποθεσία
23:05 | 0.8R | Άγνωστη Τοποθεσία
23:10 | 0.8R | Άγνωστη Τοποθεσία
23:11 | 0.8R | Άγνωστη Τοποθεσία
23:15 | 0.8R | Άγνωστη Τοποθεσία
23:20 | 0.8R | Άγνωστη Τοποθεσία
23:25 | 0.8R | Άγνωστη Τοποθεσία
23:30 | 0.8R | Άγνωστη Τοποθεσία
23:35 | 0.8R | Άγνωστη Τοποθεσία
23:40 | 0.8R | Άγνωστη Τοποθεσία
23:44 | 0.8R | Άγνωστη Τοποθεσία
23:45 | 0.8R | Άγνωστη Τοποθεσία
23:45 | 0.8R | Άγνωστη Τοποθεσία
23:45 | 0.7R | Άγνωστη Τοποθεσία
00:00 | 0.7R | Άγνωστη Τοποθεσία
00:05 | 0.7R | Άγνωστη Τοποθεσία
00:10 | 0.7R | Άγνωστη Τοποθεσία
00:15 | 0.8R | Άγνωστη Τοποθεσία
00:18 | 0.8R | Άγνωστη Τοποθεσία
00:20 | 0.8R | Άγνωστη Τοποθεσία
00:25 | 0.8R | Άγνωστη Τοποθεσία
00:30 | 0.8R | Άγνωστη Τοποθεσία
00:35 | 0.8R | Άγνωστη Τοποθεσία
00:40 | 0.8R | Άγνωστη Τοποθεσία
00:46 | 0.8R | Τοπική Δόνηση / Μη Ταυτοποιημένη
00:50 | 1.0R | Τοπική Δόνηση / Μη Ταυτοποιημένη
00:52 | 1.0R | Τοπική Δόνηση / Μη Ταυτοποιημένη
00:55 | 1.0R | Άγνωστη Τοποθεσία
01:00 | 0.8R | Άγνωστη Τοποθεσία
01:05 | 0.8R | Άγνωστη Τοποθεσία
01:10 | 0.7R | Άγνωστη Τοποθεσία
01:15 | 0.7R | Άγνωστη Τοποθεσία
01:20 | 0.8R | Άγνωστη Τοποθεσία
01:25 | 0.8R | Άγνωστη Τοποθεσία
01:30 | 0.8R | Τοπική Δόνηση / Μη Ταυτοποιημένη
01:33 | 0.8R | Άγνωστη Τοποθεσία
01:35 | 1.2R | Άγνωστη Τοποθεσία
01:40 | 1.2R | Άγνωστη Τοποθεσία
01:45 | 0.7R | Άγνωστη Τοποθεσία
01:51 | 0.7R | Άγνωστη Τοποθεσία
01:52 | 0.7R | Άγνωστη Τοποθεσία
01:56 | 0.7R | Άγνωστη Τοποθεσία
02:01 | 0.7R | Άγνωστη Τοποθεσία
02:06 | 1.2R | Άγνωστη Τοποθεσία
02:11 | 1.2R | Άγνωστη Τοποθεσία
02:14 | 0.7R | Άγνωστη Τοποθεσία
02:14 | 0.7R | Άγνωστη Τοποθεσία
02:19 | 0.7R | Άγνωστη Τοποθεσία
02:26 | 1.1R | Άγνωστη Τοποθεσία
02:26 | 1.0R | Άγνωστη Τοποθεσία
02:40 | 0.8R | Άγνωστη Τοποθεσία
02:43 | 0.8R | Άγνωστη Τοποθεσία
02:43 | 0.9R | Άγνωστη Τοποθεσία
02:49 | 0.7R | Τοπική Δόνηση / Μη Ταυτοποιημένη
02:52 | 1.3R | Άγνωστη Τοποθεσία
03:02 | 0.6R | Άγνωστη Τοποθεσία
03:02 | 0.9R | Άγνωστη Τοποθεσία
03:15 | 0.8R | Άγνωστη Τοποθεσία
03:15 | 0.6R | Άγνωστη Τοποθεσία
03:22 | 0.6R | Άγνωστη Τοποθεσία
03:22 | 1.0R | Άγνωστη Τοποθεσία
03:35 | 0.8R | Άγνωστη Τοποθεσία
03:40 | 1.2R | Τοπική Δόνηση / Μη Ταυτοποιημένη
03:45 | 1.2R | Άγνωστη Τοποθεσία
03:51 | 0.7R | Άγνωστη Τοποθεσία
03:55 | 0.8R | Άγνωστη Τοποθεσία
04:00 | 0.8R | Άγνωστη Τοποθεσία
04:03 | 0.7R | Άγνωστη Τοποθεσία
04:03 | 0.9R | Άγνωστη Τοποθεσία
04:15 | 0.7R | Άγνωστη Τοποθεσία
04:20 | 0.7R | Τοπική Δόνηση / Μη Ταυτοποιημένη
04:25 | 0.7R | Τοπική Δόνηση / Μη Ταυτοποιημένη
04:30 | 0.7R | Άγνωστη Τοποθεσία
04:35 | 0.7R | Άγνωστη Τοποθεσία
04:40 | 0.7R | Άγνωστη Τοποθεσία
04:45 | 0.7R | Άγνωστη Τοποθεσία
04:51 | 0.7R | Άγνωστη Τοποθεσία
04:55 | 0.7R | Άγνωστη Τοποθεσία
05:00 | 1.1R | Άγνωστη Τοποθεσία
05:05 | 1.1R | Άγνωστη Τοποθεσία
05:10 | 1.0R | Άγνωστη Τοποθεσία
05:15 | 0.7R | Άγνωστη Τοποθεσία
05:20 | 0.6R | Άγνωστη Τοποθεσία
05:25 | 0.7R | Άγνωστη Τοποθεσία
05:30 | 0.7R | Άγνωστη Τοποθεσία
05:35 | 0.7R | Άγνωστη Τοποθεσία
05:40 | 0.7R | Άγνωστη Τοποθεσία
05:45 | 0.7R | Άγνωστη Τοποθεσία
05:51 | 0.7R | Άγνωστη Τοποθεσία
05:55 | 0.7R | Άγνωστη Τοποθεσία
06:00 | 0.7R | Άγνωστη Τοποθεσία
06:05 | 0.7R | Άγνωστη Τοποθεσία
06:10 | 1.2R | Άγνωστη Τοποθεσία
06:15 | 2.3R | Άγνωστη Τοποθεσία
06:20 | 2.3R | Άγνωστη Τοποθεσία
06:25 | 1.1R | Άγνωστη Τοποθεσία
06:28 | 0.7R | Άγνωστη Τοποθεσία
06:28 | 0.7R | Άγνωστη Τοποθεσία
06:40 | 1.0R | Άγνωστη Τοποθεσία
06:40 | 1.0R | Άγνωστη Τοποθεσία
06:40 | 1.0R | Άγνωστη Τοποθεσία
06:51 | 0.7R | Άγνωστη Τοποθεσία
06:53 | 0.7R | Άγνωστη Τοποθεσία
06:53 | 0.5R | Άγνωστη Τοποθεσία
07:06 | 2.1R | Άγνωστη Τοποθεσία
07:10 | 2.1R | Άγνωστη Τοποθεσία
07:15 | 0.7R | Τοπική Δόνηση / Μη Ταυτοποιημένη
07:21 | 0.7R | Τοπική Δόνηση / Μη Ταυτοποιημένη
07:26 | 0.7R | Άγνωστη Τοποθεσία
07:31 | 0.7R | Άγνωστη Τοποθεσία
07:36 | 0.7R | Άγνωστη Τοποθεσία
07:37 | 0.6R | Άγνωστη Τοποθεσία
07:37 | 0.6R | Άγνωστη Τοποθεσία
07:37 | 1.4R | Άγνωστη Τοποθεσία
07:51 | 0.7R | Άγνωστη Τοποθεσία
07:54 | 0.7R | Άγνωστη Τοποθεσία
07:54 | 1.0R | Άγνωστη Τοποθεσία
08:05 | 0.7R | Άγνωστη Τοποθεσία
08:10 | 0.7R | Άγνωστη Τοποθεσία
08:11 | 0.7R | Άγνωστη Τοποθεσία
08:11 | 1.1R | Άγνωστη Τοποθεσία
08:25 | 0.6R | Άγνωστη Τοποθεσία
08:30 | 0.6R | Άγνωστη Τοποθεσία
08:31 | 0.6R | Άγνωστη Τοποθεσία
08:35 | 0.6R | Άγνωστη Τοποθεσία
08:40 | 0.7R | Άγνωστη Τοποθεσία
08:45 | 0.7R | Άγνωστη Τοποθεσία
08:51 | 0.7R | Άγνωστη Τοποθεσία
08:56 | 0.7R | Άγνωστη Τοποθεσία
09:01 | 0.6R | Άγνωστη Τοποθεσία
09:06 | 0.7R | Άγνωστη Τοποθεσία
09:10 | 0.7R | Άγνωστη Τοποθεσία
09:15 | 0.7R | Άγνωστη Τοποθεσία
09:21 | 0.7R | Άγνωστη Τοποθεσία
09:25 | 0.7R | Άγνωστη Τοποθεσία
09:25 | 0.7R | Άγνωστη Τοποθεσία
09:30 | 0.7R | Άγνωστη Τοποθεσία
09:35 | 0.7R | Άγνωστη Τοποθεσία
09:40 | 0.7R | Άγνωστη Τοποθεσία
09:45 | 0.7R | Άγνωστη Τοποθεσία
09:51 | 0.7R | Άγνωστη Τοποθεσία
09:55 | 0.6R | Άγνωστη Τοποθεσία
09:55 | 0.6R | Άγνωστη Τοποθεσία
10:00 | 0.6R | Άγνωστη Τοποθεσία
10:06 | 0.7R | Άγνωστη Τοποθεσία
10:11 | 0.7R | Άγνωστη Τοποθεσία
10:15 | 0.7R | Άγνωστη Τοποθεσία
10:20 | 0.6R | Άγνωστη Τοποθεσία
10:25 | 0.6R | Άγνωστη Τοποθεσία
10:30 | 0.6R | Άγνωστη Τοποθεσία
10:35 | 0.6R | Τοπική Δόνηση / Μη Ταυτοποιημένη
10:40 | 0.6R | Άγνωστη Τοποθεσία
10:45 | 0.6R | Άγνωστη Τοποθεσία
10:45 | 0.6R | Άγνωστη Τοποθεσία
10:51 | 0.6R | Άγνωστη Τοποθεσία
10:55 | 0.6R | Άγνωστη Τοποθεσία
11:00 | 0.6R | Άγνωστη Τοποθεσία
11:05 | 0.6R | Άγνωστη Τοποθεσία
11:10 | 0.7R | Άγνωστη Τοποθεσία
11:15 | 0.7R | Άγνωστη Τοποθεσία
11:21 | 0.6R | Άγνωστη Τοποθεσία
11:25 | 0.6R | Άγνωστη Τοποθεσία
11:30 | 0.6R | Άγνωστη Τοποθεσία
11:35 | 0.6R | Τοπική Δόνηση / Μη Ταυτοποιημένη
11:40 | 0.7R | Τοπική Δόνηση / Μη Ταυτοποιημένη
11:45 | 0.7R | Άγνωστη Τοποθεσία
11:50 | 1.0R | Άγνωστη Τοποθεσία
11:53 | 1.0R | Άγνωστη Τοποθεσία
11:56 | 0.8R | Άγνωστη Τοποθεσία
12:00 | 1.0R | Άγνωστη Τοποθεσία
12:06 | 1.0R | Άγνωστη Τοποθεσία
12:10 | 0.6R | Άγνωστη Τοποθεσία
12:15 | 0.7R | Άγνωστη Τοποθεσία
12:20 | 0.7R | Άγνωστη Τοποθεσία
12:25 | 0.6R | Άγνωστη Τοποθεσία
12:30 | 0.6R | Άγνωστη Τοποθεσία
12:35 | 0.6R | Άγνωστη Τοποθεσία
12:37 | 0.6R | Άγνωστη Τοποθεσία
